ExecutionId,CycleName,FolderName,Issue Key,Test Summary,Project,Component,Version,Priority,Executed By,Executed On,ExecutionStatus,ExecutionDefects,CreationDate,Assigned To,Custom Fields,Work Flow Status,Total Execution Time,Total Logged Time,StepId,OrderId,Step,Test Data,Expected Result,Step Result,Comments,Step Custom Fields
07269e3d-d5ac-4ee4-883f-3948732bc1ec,Configure tests,,IAIS-27,Verify options of work day field can be selected from dropdown of each field,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,29-08-24 20:13,FAIL,| IAIS-28,29-08-24 19:10,,,,,,a0ad0429-0dbe-4a36-9af6-535aa4f1e65a,1,Access OrangeHrm application,,OrangeHrm application successfully accessed,PASS,,
07269e3d-d5ac-4ee4-883f-3948732bc1ec,Configure tests,,IAIS-27,Verify options of work day field can be selected from dropdown of each field,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,29-08-24 20:13,FAIL,| IAIS-28,29-08-24 19:10,,,,,,83797196-31dc-4464-909d-cc6ec5082d00,2,,,,PASS,,
07269e3d-d5ac-4ee4-883f-3948732bc1ec,Configure tests,,IAIS-27,Verify options of work day field can be selected from dropdown of each field,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,29-08-24 20:13,FAIL,| IAIS-28,29-08-24 19:10,,,,,,ae9f6752-c180-43fd-90c6-3d3c0a1c38b4,3,Log in with valid credentials,username:Admin password:admin123,User successfully logged in,PASS,,
07269e3d-d5ac-4ee4-883f-3948732bc1ec,Configure tests,,IAIS-27,Verify options of work day field can be selected from dropdown of each field,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,29-08-24 20:13,FAIL,| IAIS-28,29-08-24 19:10,,,,,,59ba621a-2b22-4555-9a21-ed45f9fe2a6c,4,Access Leave module,,Leave module successfully accessed,PASS,,
07269e3d-d5ac-4ee4-883f-3948732bc1ec,Configure tests,,IAIS-27,Verify options of work day field can be selected from dropdown of each field,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,29-08-24 20:13,FAIL,| IAIS-28,29-08-24 19:10,,,,,,d5db34e2-810c-4680-9608-30822e5ba026,5,Access Configure,,Configure accessed,PASS,,
07269e3d-d5ac-4ee4-883f-3948732bc1ec,Configure tests,,IAIS-27,Verify options of work day field can be selected from dropdown of each field,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,29-08-24 20:13,FAIL,| IAIS-28,29-08-24 19:10,,,,,,bf98a0b6-6664-434b-a45f-f48e8b7f8b78,6,Access work week,,Work week successfully displayed the screen with mandatory fields for each day of week,PASS,,
07269e3d-d5ac-4ee4-883f-3948732bc1ec,Configure tests,,IAIS-27,Verify options of work day field can be selected from dropdown of each field,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,29-08-24 20:13,FAIL,| IAIS-28,29-08-24 19:10,,,,,,2e0d244a-12c1-4731-a572-0d622eb48896,7,Select from dropdown button on each day of of week options of work day,,Options of each day of work successfully selected day of work from dropdown button,FAIL,,
07269e3d-d5ac-4ee4-883f-3948732bc1ec,Configure tests,,IAIS-27,Verify options of work day field can be selected from dropdown of each field,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,29-08-24 20:13,FAIL,| IAIS-28,29-08-24 19:10,,,,,,8c566e4e-10e7-4e86-ae26-3a4f1fca77d1,8,Log out,,User successfully logged out,UNEXECUTED,,
e1fad77c-3435-41a6-ab4c-8d53a591b3f4,Configure tests,,IAIS-29,Verify functionality calendar options in fields from Holidays,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,30-08-24 19:58,FAIL,| IAIS-34,29-08-24 20:23,,,,,,c2629b2e-7c6d-477e-a76e-3941ecabad74,1,Access OrangeHrm application,,OrangeHrm application accessed,PASS,,
e1fad77c-3435-41a6-ab4c-8d53a591b3f4,Configure tests,,IAIS-29,Verify functionality calendar options in fields from Holidays,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,30-08-24 19:58,FAIL,| IAIS-34,29-08-24 20:23,,,,,,d7a1204f-b5b8-428a-ae8a-60792de1f2d7,2,Log in with valid credentials,username:Admin passworg:admin123,User logged in successfully,PASS,,
e1fad77c-3435-41a6-ab4c-8d53a591b3f4,Configure tests,,IAIS-29,Verify functionality calendar options in fields from Holidays,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,30-08-24 19:58,FAIL,| IAIS-34,29-08-24 20:23,,,,,,c1e1ed59-ea09-4465-a9f0-3fe223f6c083,3,Access Leave module,,Leave module successfully accessed,PASS,,
e1fad77c-3435-41a6-ab4c-8d53a591b3f4,Configure tests,,IAIS-29,Verify functionality calendar options in fields from Holidays,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,30-08-24 19:58,FAIL,| IAIS-34,29-08-24 20:23,,,,,,6ac6e8b3-ada2-4efb-b434-2d013eaf8c32,4,Access Configure>>Holidays>>,,Configure displayed the menu to select Holidays option which showed the screen to complete a period of holidays,PASS,,
e1fad77c-3435-41a6-ab4c-8d53a591b3f4,Configure tests,,IAIS-29,Verify functionality calendar options in fields from Holidays,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,30-08-24 19:58,FAIL,| IAIS-34,29-08-24 20:23,,,,,,4cf89580-9329-4007-8510-e0648f95006c,5,"Click the calendar button in fields ""From"" and ""To""  to select a period of time",,Calendar button opened a calendar type,PASS,,
e1fad77c-3435-41a6-ab4c-8d53a591b3f4,Configure tests,,IAIS-29,Verify functionality calendar options in fields from Holidays,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,30-08-24 19:58,FAIL,| IAIS-34,29-08-24 20:23,,,,,,bb3157f3-fb6d-45f0-8902-f1df01b35912,6,Click button Search,,Button Search displayed a list with various type of Holidays for selected period,FAIL,,
e1fad77c-3435-41a6-ab4c-8d53a591b3f4,Configure tests,,IAIS-29,Verify functionality calendar options in fields from Holidays,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,30-08-24 19:58,FAIL,| IAIS-34,29-08-24 20:23,,,,,,d7cd9a69-5897-4410-9d42-f3c988258a3a,7,Log out,,User logged out successfully,UNEXECUTED,,
6f25a5b7-bbf4-4233-abef-5e9739666276,Configure tests,,IAIS-30,"Add a new Holiday from button ""Add""",Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,30-08-24 20:10,BLOCKED,| IAIS-35,29-08-24 20:38,,,,,,c17ed48b-89f4-4895-baf1-46df24af1d32,1,Access OrangeHrm application,,OrangeHrm application accessed,PASS,,
6f25a5b7-bbf4-4233-abef-5e9739666276,Configure tests,,IAIS-30,"Add a new Holiday from button ""Add""",Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,30-08-24 20:10,BLOCKED,| IAIS-35,29-08-24 20:38,,,,,,26001dd2-5f08-465a-8812-e1fc29a97cd3,2,Log in with valid credentials,username:Admin password:admin123,User logged in,PASS,,
6f25a5b7-bbf4-4233-abef-5e9739666276,Configure tests,,IAIS-30,"Add a new Holiday from button ""Add""",Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,30-08-24 20:10,BLOCKED,| IAIS-35,29-08-24 20:38,,,,,,29a12735-341b-4b3b-991a-7edf47ab3da5,3,Access Leave module,,Leave module accessed,BLOCKED,,
6f25a5b7-bbf4-4233-abef-5e9739666276,Configure tests,,IAIS-30,"Add a new Holiday from button ""Add""",Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,30-08-24 20:10,BLOCKED,| IAIS-35,29-08-24 20:38,,,,,,aec8c623-5efc-48e4-b2a6-3ee166931871,4,Access Configure>>Holidays,,Configure showed the menu in which Holidays  was selected,UNEXECUTED,,
6f25a5b7-bbf4-4233-abef-5e9739666276,Configure tests,,IAIS-30,"Add a new Holiday from button ""Add""",Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,30-08-24 20:10,BLOCKED,| IAIS-35,29-08-24 20:38,,,,,,364b5b8e-0e39-4f41-8f73-a9285ef46512,5,"Click button ""Add""",,Button Add opened a new tab with the Add Holiday form,UNEXECUTED,,
6f25a5b7-bbf4-4233-abef-5e9739666276,Configure tests,,IAIS-30,"Add a new Holiday from button ""Add""",Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,30-08-24 20:10,BLOCKED,| IAIS-35,29-08-24 20:38,,,,,,c602c176-ff66-4cde-bc35-6f1668b019d0,6,"Complete ""Add Holiday"" fields",name: 1 May Date: 01.05.2024,Fields values were completed,UNEXECUTED,,
6f25a5b7-bbf4-4233-abef-5e9739666276,Configure tests,,IAIS-30,"Add a new Holiday from button ""Add""",Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,30-08-24 20:10,BLOCKED,| IAIS-35,29-08-24 20:38,,,,,,dbbb7c37-25b4-4897-bfc6-1ad0756a2e3d,7,"Click button ""Save""",,New holiday was saved,UNEXECUTED,,
6f25a5b7-bbf4-4233-abef-5e9739666276,Configure tests,,IAIS-30,"Add a new Holiday from button ""Add""",Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,30-08-24 20:10,BLOCKED,| IAIS-35,29-08-24 20:38,,,,,,025b18e2-0e70-4e18-8c84-375573257969,8,Log out,,User logged out successfully,UNEXECUTED,,
